"Topic","Words","Date","Market"
0,"woman",2018-11-15,"en-GB"
0,"men",2018-11-15,"en-GB"
0,"shoe",2018-11-15,"en-GB"
0,"dress",2018-11-15,"en-GB"
0,"clothing",2018-11-15,"en-GB"
0,"shop",2018-11-15,"en-GB"
0,"boot",2018-11-15,"en-GB"
0,"style",2018-11-15,"en-GB"
0,"jacket",2018-11-15,"en-GB"
0,"range",2018-11-15,"en-GB"
0,"fashion",2018-11-15,"en-GB"
0,"size",2018-11-15,"en-GB"
0,"online",2018-11-15,"en-GB"
0,"coat",2018-11-15,"en-GB"
0,"debenhams",2018-11-15,"en-GB"
0,"collection",2018-11-15,"en-GB"
0,"discover",2018-11-15,"en-GB"
0,"bag",2018-11-15,"en-GB"
0,"shirt",2018-11-15,"en-GB"
0,"wide",2018-11-15,"en-GB"
1,"porn",2018-11-15,"en-GB"
1,"video",2018-11-15,"en-GB"
1,"sex",2018-11-15,"en-GB"
1,"xxx",2018-11-15,"en-GB"
1,"tube",2018-11-15,"en-GB"
1,"movie",2018-11-15,"en-GB"
1,"quality",2018-11-15,"en-GB"
1,"watch",2018-11-15,"en-GB"
1,"pornhubcom",2018-11-15,"en-GB"
1,"clip",2018-11-15,"en-GB"
1,"growing",2018-11-15,"en-GB"
1,"relevant",2018-11-15,"en-GB"
1,"collection",2018-11-15,"en-GB"
1,"high",2018-11-15,"en-GB"
1,"discover",2018-11-15,"en-GB"
1,"pornhub",2018-11-15,"en-GB"
1,"scene",2018-11-15,"en-GB"
1,"teen",2018-11-15,"en-GB"
1,"gay",2018-11-15,"en-GB"
1,"xhamster",2018-11-15,"en-GB"
10,"christmas",2018-11-15,"en-GB"
10,"tree",2018-11-15,"en-GB"
10,"festive",2018-11-15,"en-GB"
10,"decoration",2018-11-15,"en-GB"
10,"market",2018-11-15,"en-GB"
10,"santa",2018-11-15,"en-GB"
10,"party",2018-11-15,"en-GB"
10,"shipping",2018-11-15,"en-GB"
10,"perfect",2018-11-15,"en-GB"
10,"carol",2018-11-15,"en-GB"
10,"selection",2018-11-15,"en-GB"
10,"item",2018-11-15,"en-GB"
10,"advert",2018-11-15,"en-GB"
10,"season",2018-11-15,"en-GB"
10,"largest",2018-11-15,"en-GB"
10,"december",2018-11-15,"en-GB"
10,"xmas",2018-11-15,"en-GB"
10,"jumper",2018-11-15,"en-GB"
10,"craft",2018-11-15,"en-GB"
10,"ebay",2018-11-15,"en-GB"
11,"game",2018-11-15,"en-GB"
11,"play",2018-11-15,"en-GB"
11,"online",2018-11-15,"en-GB"
11,"fun",2018-11-15,"en-GB"
11,"xbox",2018-11-15,"en-GB"
11,"player",2018-11-15,"en-GB"
11,"unblocked",2018-11-15,"en-GB"
11,"math",2018-11-15,"en-GB"
11,"kid",2018-11-15,"en-GB"
11,"puzzle",2018-11-15,"en-GB"
11,"fortnite",2018-11-15,"en-GB"
11,"console",2018-11-15,"en-GB"
11,"gaming",2018-11-15,"en-GB"
11,"cool",2018-11-15,"en-GB"
11,"playing",2018-11-15,"en-GB"
11,"board",2018-11-15,"en-GB"
11,"nintendo",2018-11-15,"en-GB"
11,"new",2018-11-15,"en-GB"
11,"playstation",2018-11-15,"en-GB"
11,"multiplayer",2018-11-15,"en-GB"
12,"product",2018-11-15,"en-GB"
12,"water",2018-11-15,"en-GB"
12,"energy",2018-11-15,"en-GB"
12,"door",2018-11-15,"en-GB"
12,"design",2018-11-15,"en-GB"
12,"range",2018-11-15,"en-GB"
12,"gas",2018-11-15,"en-GB"
12,"supply",2018-11-15,"en-GB"
12,"quality",2018-11-15,"en-GB"
12,"kitchen",2018-11-15,"en-GB"
12,"oil",2018-11-15,"en-GB"
12,"home",2018-11-15,"en-GB"
12,"building",2018-11-15,"en-GB"
12,"steel",2018-11-15,"en-GB"
12,"material",2018-11-15,"en-GB"
12,"wall",2018-11-15,"en-GB"
12,"supplier",2018-11-15,"en-GB"
12,"air",2018-11-15,"en-GB"
12,"high",2018-11-15,"en-GB"
12,"solution",2018-11-15,"en-GB"
13,"number",2018-11-15,"en-GB"
13,"phone",2018-11-15,"en-GB"
13,"mobile",2018-11-15,"en-GB"
13,"calling",2018-11-15,"en-GB"
13,"telephone",2018-11-15,"en-GB"
13,"called",2018-11-15,"en-GB"
13,"user",2018-11-15,"en-GB"
13,"report",2018-11-15,"en-GB"
13,"contact",2018-11-15,"en-GB"
13,"digit",2018-11-15,"en-GB"
13,"area",2018-11-15,"en-GB"
13,"landline",2018-11-15,"en-GB"
13,"read",2018-11-15,"en-GB"
13,"customer",2018-11-15,"en-GB"
13,"searched",2018-11-15,"en-GB"
13,"fraction",2018-11-15,"en-GB"
13,"received",2018-11-15,"en-GB"
13,"address",2018-11-15,"en-GB"
13,"rating",2018-11-15,"en-GB"
13,"cost",2018-11-15,"en-GB"
14,"definition",2018-11-15,"en-GB"
14,"synonym",2018-11-15,"en-GB"
14,"thesaurus",2018-11-15,"en-GB"
14,"english",2018-11-15,"en-GB"
14,"antonym",2018-11-15,"en-GB"
14,"translation",2018-11-15,"en-GB"
14,"dictionary",2018-11-15,"en-GB"
14,"alternative",2018-11-15,"en-GB"
14,"thesauruscom",2018-11-15,"en-GB"
14,"descriptive",2018-11-15,"en-GB"
14,"online",2018-11-15,"en-GB"
14,"meaning",2018-11-15,"en-GB"
14,"pronunciation",2018-11-15,"en-GB"
14,"collins",2018-11-15,"en-GB"
14,"language",2018-11-15,"en-GB"
14,"example",2018-11-15,"en-GB"
14,"french",2018-11-15,"en-GB"
14,"phrase",2018-11-15,"en-GB"
14,"web",2018-11-15,"en-GB"
14,"acronym",2018-11-15,"en-GB"
15,"facebook",2018-11-15,"en-GB"
15,"people",2018-11-15,"en-GB"
15,"connect",2018-11-15,"en-GB"
15,"power",2018-11-15,"en-GB"
15,"know",2018-11-15,"en-GB"
15,"join",2018-11-15,"en-GB"
15,"named",2018-11-15,"en-GB"
15,"share",2018-11-15,"en-GB"
15,"view",2018-11-15,"en-GB"
15,"friend",2018-11-15,"en-GB"
15,"profile",2018-11-15,"en-GB"
15,"log",2018-11-15,"en-GB"
15,"family",2018-11-15,"en-GB"
15,"make",2018-11-15,"en-GB"
15,"tweet",2018-11-15,"en-GB"
15,"page",2018-11-15,"en-GB"
15,"young",2018-11-15,"en-GB"
15,"life",2018-11-15,"en-GB"
15,"message",2018-11-15,"en-GB"
15,"twitter",2018-11-15,"en-GB"
16,"day",2018-11-15,"en-GB"
16,"week",2018-11-15,"en-GB"
16,"argo",2018-11-15,"en-GB"
16,"fast",2018-11-15,"en-GB"
16,"delivery",2018-11-15,"en-GB"
16,"date",2018-11-15,"en-GB"
16,"set",2018-11-15,"en-GB"
16,"collection",2018-11-15,"en-GB"
16,"hour",2018-11-15,"en-GB"
16,"month",2018-11-15,"en-GB"
16,"calendar",2018-11-15,"en-GB"
16,"november",2018-11-15,"en-GB"
16,"nursery",2018-11-15,"en-GB"
16,"open",2018-11-15,"en-GB"
16,"working",2018-11-15,"en-GB"
16,"work",2018-11-15,"en-GB"
16,"monday",2018-11-15,"en-GB"
16,"sunday",2018-11-15,"en-GB"
16,"minute",2018-11-15,"en-GB"
16,"countdown",2018-11-15,"en-GB"
17,"rate",2018-11-15,"en-GB"
17,"currency",2018-11-15,"en-GB"
17,"exchange",2018-11-15,"en-GB"
17,"pound",2018-11-15,"en-GB"
17,"gbp",2018-11-15,"en-GB"
17,"dollar",2018-11-15,"en-GB"
17,"euro",2018-11-15,"en-GB"
17,"british",2018-11-15,"en-GB"
17,"convert",2018-11-15,"en-GB"
17,"usd",2018-11-15,"en-GB"
17,"sterling",2018-11-15,"en-GB"
17,"converter",2018-11-15,"en-GB"
17,"eur",2018-11-15,"en-GB"
17,"conversion",2018-11-15,"en-GB"
17,"foreign",2018-11-15,"en-GB"
17,"chart",2018-11-15,"en-GB"
17,"live",2018-11-15,"en-GB"
17,"money",2018-11-15,"en-GB"
17,"calculator",2018-11-15,"en-GB"
17,"travel",2018-11-15,"en-GB"
18,"weather",2018-11-15,"en-GB"
18,"forecast",2018-11-15,"en-GB"
18,"temperature",2018-11-15,"en-GB"
18,"day",2018-11-15,"en-GB"
18,"rain",2018-11-15,"en-GB"
18,"wind",2018-11-15,"en-GB"
18,"accuweathercom",2018-11-15,"en-GB"
18,"hourly",2018-11-15,"en-GB"
18,"report",2018-11-15,"en-GB"
18,"warning",2018-11-15,"en-GB"
18,"sunny",2018-11-15,"en-GB"
18,"shower",2018-11-15,"en-GB"
18,"cloud",2018-11-15,"en-GB"
18,"breeze",2018-11-15,"en-GB"
18,"kingdom",2018-11-15,"en-GB"
18,"precipitation",2018-11-15,"en-GB"
18,"united",2018-11-15,"en-GB"
18,"pressure",2018-11-15,"en-GB"
18,"outlook",2018-11-15,"en-GB"
18,"speed",2018-11-15,"en-GB"
19,"train",2018-11-15,"en-GB"
19,"ticket",2018-11-15,"en-GB"
19,"bus",2018-11-15,"en-GB"
19,"station",2018-11-15,"en-GB"
19,"travel",2018-11-15,"en-GB"
19,"rail",2018-11-15,"en-GB"
19,"trainline",2018-11-15,"en-GB"
19,"cheap",2018-11-15,"en-GB"
19,"live",2018-11-15,"en-GB"
19,"journey",2018-11-15,"en-GB"
19,"route",2018-11-15,"en-GB"
19,"europe",2018-11-15,"en-GB"
19,"retailer",2018-11-15,"en-GB"
19,"independent",2018-11-15,"en-GB"
19,"timetable",2018-11-15,"en-GB"
19,"railway",2018-11-15,"en-GB"
19,"leading",2018-11-15,"en-GB"
19,"fare",2018-11-15,"en-GB"
19,"coach",2018-11-15,"en-GB"
19,"information",2018-11-15,"en-GB"
2,"ebay",2018-11-15,"en-GB"
2,"shop",2018-11-15,"en-GB"
2,"great",2018-11-15,"en-GB"
2,"deal",2018-11-15,"en-GB"
2,"confidence",2018-11-15,"en-GB"
2,"selection",2018-11-15,"en-GB"
2,"toy",2018-11-15,"en-GB"
2,"item",2018-11-15,"en-GB"
2,"shipping",2018-11-15,"en-GB"
2,"set",2018-11-15,"en-GB"
2,"kit",2018-11-15,"en-GB"
2,"bag",2018-11-15,"en-GB"
2,"bike",2018-11-15,"en-GB"
2,"shopping",2018-11-15,"en-GB"
2,"vintage",2018-11-15,"en-GB"
2,"accessory",2018-11-15,"en-GB"
2,"feed",2018-11-15,"en-GB"
2,"model",2018-11-15,"en-GB"
2,"perfect",2018-11-15,"en-GB"
2,"coin",2018-11-15,"en-GB"
20,"hotel",2018-11-15,"en-GB"
20,"book",2018-11-15,"en-GB"
20,"stay",2018-11-15,"en-GB"
20,"tripadvisor",2018-11-15,"en-GB"
20,"room",2018-11-15,"en-GB"
20,"deal",2018-11-15,"en-GB"
20,"great",2018-11-15,"en-GB"
20,"candid",2018-11-15,"en-GB"
20,"inn",2018-11-15,"en-GB"
20,"spa",2018-11-15,"en-GB"
20,"review",2018-11-15,"en-GB"
20,"traveller",2018-11-15,"en-GB"
20,"availability",2018-11-15,"en-GB"
20,"photo",2018-11-15,"en-GB"
20,"luxury",2018-11-15,"en-GB"
20,"accommodation",2018-11-15,"en-GB"
20,"break",2018-11-15,"en-GB"
20,"guest",2018-11-15,"en-GB"
20,"star",2018-11-15,"en-GB"
20,"rate",2018-11-15,"en-GB"
21,"child",2018-11-15,"en-GB"
21,"kid",2018-11-15,"en-GB"
21,"need",2018-11-15,"en-GB"
21,"young",2018-11-15,"en-GB"
21,"parent",2018-11-15,"en-GB"
21,"family",2018-11-15,"en-GB"
21,"adult",2018-11-15,"en-GB"
21,"learning",2018-11-15,"en-GB"
21,"support",2018-11-15,"en-GB"
21,"baby",2018-11-15,"en-GB"
21,"help",2018-11-15,"en-GB"
21,"pudsey",2018-11-15,"en-GB"
21,"development",2018-11-15,"en-GB"
21,"activity",2018-11-15,"en-GB"
21,"childrens",2018-11-15,"en-GB"
21,"age",2018-11-15,"en-GB"
21,"safeguarding",2018-11-15,"en-GB"
21,"people",2018-11-15,"en-GB"
21,"charity",2018-11-15,"en-GB"
21,"abuse",2018-11-15,"en-GB"
22,"flight",2018-11-15,"en-GB"
22,"airport",2018-11-15,"en-GB"
22,"airline",2018-11-15,"en-GB"
22,"cheap",2018-11-15,"en-GB"
22,"book",2018-11-15,"en-GB"
22,"compare",2018-11-15,"en-GB"
22,"airway",2018-11-15,"en-GB"
22,"departure",2018-11-15,"en-GB"
22,"travel",2018-11-15,"en-GB"
22,"status",2018-11-15,"en-GB"
22,"heathrow",2018-11-15,"en-GB"
22,"price",2018-11-15,"en-GB"
22,"arrival",2018-11-15,"en-GB"
22,"air",2018-11-15,"en-GB"
22,"manchester",2018-11-15,"en-GB"
22,"destination",2018-11-15,"en-GB"
22,"international",2018-11-15,"en-GB"
22,"deal",2018-11-15,"en-GB"
22,"fly",2018-11-15,"en-GB"
22,"cheapest",2018-11-15,"en-GB"
23,"tax",2018-11-15,"en-GB"
23,"income",2018-11-15,"en-GB"
23,"pay",2018-11-15,"en-GB"
23,"hmrc",2018-11-15,"en-GB"
23,"rate",2018-11-15,"en-GB"
23,"pension",2018-11-15,"en-GB"
23,"allowance",2018-11-15,"en-GB"
23,"benefit",2018-11-15,"en-GB"
23,"payment",2018-11-15,"en-GB"
23,"vehicle",2018-11-15,"en-GB"
23,"vat",2018-11-15,"en-GB"
23,"credit",2018-11-15,"en-GB"
23,"calculator",2018-11-15,"en-GB"
23,"salary",2018-11-15,"en-GB"
23,"claim",2018-11-15,"en-GB"
23,"band",2018-11-15,"en-GB"
23,"april",2018-11-15,"en-GB"
23,"employer",2018-11-15,"en-GB"
23,"employee",2018-11-15,"en-GB"
23,"personal",2018-11-15,"en-GB"
24,"park",2018-11-15,"en-GB"
24,"parking",2018-11-15,"en-GB"
24,"street",2018-11-15,"en-GB"
24,"pay",2018-11-15,"en-GB"
24,"airport",2018-11-15,"en-GB"
24,"charge",2018-11-15,"en-GB"
24,"display",2018-11-15,"en-GB"
24,"garage",2018-11-15,"en-GB"
24,"meter",2018-11-15,"en-GB"
24,"private",2018-11-15,"en-GB"
24,"space",2018-11-15,"en-GB"
24,"hour",2018-11-15,"en-GB"
24,"station",2018-11-15,"en-GB"
24,"map",2018-11-15,"en-GB"
24,"postcode",2018-11-15,"en-GB"
24,"road",2018-11-15,"en-GB"
24,"caravan",2018-11-15,"en-GB"
24,"ride",2018-11-15,"en-GB"
24,"opening",2018-11-15,"en-GB"
24,"located",2018-11-15,"en-GB"
25,"code",2018-11-15,"en-GB"
25,"discount",2018-11-15,"en-GB"
25,"voucher",2018-11-15,"en-GB"
25,"promo",2018-11-15,"en-GB"
25,"november",2018-11-15,"en-GB"
25,"area",2018-11-15,"en-GB"
25,"coupon",2018-11-15,"en-GB"
25,"country",2018-11-15,"en-GB"
25,"tested",2018-11-15,"en-GB"
25,"valid",2018-11-15,"en-GB"
25,"verified",2018-11-15,"en-GB"
25,"offer",2018-11-15,"en-GB"
25,"money",2018-11-15,"en-GB"
25,"international",2018-11-15,"en-GB"
25,"dialing",2018-11-15,"en-GB"
25,"latest",2018-11-15,"en-GB"
25,"dialling",2018-11-15,"en-GB"
25,"spend",2018-11-15,"en-GB"
25,"saving",2018-11-15,"en-GB"
25,"sort",2018-11-15,"en-GB"
26,"music",2018-11-15,"en-GB"
26,"song",2018-11-15,"en-GB"
26,"lyric",2018-11-15,"en-GB"
26,"album",2018-11-15,"en-GB"
26,"youtube",2018-11-15,"en-GB"
26,"artist",2018-11-15,"en-GB"
26,"love",2018-11-15,"en-GB"
26,"listen",2018-11-15,"en-GB"
26,"video",2018-11-15,"en-GB"
26,"track",2018-11-15,"en-GB"
26,"band",2018-11-15,"en-GB"
26,"amazon",2018-11-15,"en-GB"
26,"piano",2018-11-15,"en-GB"
26,"stream",2018-11-15,"en-GB"
26,"official",2018-11-15,"en-GB"
26,"original",2018-11-15,"en-GB"
26,"rock",2018-11-15,"en-GB"
26,"play",2018-11-15,"en-GB"
26,"guitar",2018-11-15,"en-GB"
26,"sheet",2018-11-15,"en-GB"
27,"university",2018-11-15,"en-GB"
27,"student",2018-11-15,"en-GB"
27,"course",2018-11-15,"en-GB"
27,"college",2018-11-15,"en-GB"
27,"education",2018-11-15,"en-GB"
27,"research",2018-11-15,"en-GB"
27,"study",2018-11-15,"en-GB"
27,"training",2018-11-15,"en-GB"
27,"learning",2018-11-15,"en-GB"
27,"degree",2018-11-15,"en-GB"
27,"campus",2018-11-15,"en-GB"
27,"staff",2018-11-15,"en-GB"
27,"library",2018-11-15,"en-GB"
27,"academic",2018-11-15,"en-GB"
27,"undergraduate",2018-11-15,"en-GB"
27,"science",2018-11-15,"en-GB"
27,"postgraduate",2018-11-15,"en-GB"
27,"career",2018-11-15,"en-GB"
27,"graduate",2018-11-15,"en-GB"
27,"ranking",2018-11-15,"en-GB"
28,"opening",2018-11-15,"en-GB"
28,"map",2018-11-15,"en-GB"
28,"contact",2018-11-15,"en-GB"
28,"direction",2018-11-15,"en-GB"
28,"local",2018-11-15,"en-GB"
28,"search",2018-11-15,"en-GB"
28,"hour",2018-11-15,"en-GB"
28,"yell",2018-11-15,"en-GB"
28,"photo",2018-11-15,"en-GB"
28,"road",2018-11-15,"en-GB"
28,"review",2018-11-15,"en-GB"
28,"information",2018-11-15,"en-GB"
28,"surgery",2018-11-15,"en-GB"
28,"hospital",2018-11-15,"en-GB"
28,"address",2018-11-15,"en-GB"
28,"phone",2018-11-15,"en-GB"
28,"video",2018-11-15,"en-GB"
28,"servicetreatment",2018-11-15,"en-GB"
28,"street",2018-11-15,"en-GB"
28,"driving",2018-11-15,"en-GB"
29,"image",2018-11-15,"en-GB"
29,"stock",2018-11-15,"en-GB"
29,"photo",2018-11-15,"en-GB"
29,"vector",2018-11-15,"en-GB"
29,"million",2018-11-15,"en-GB"
29,"picture",2018-11-15,"en-GB"
29,"affordable",2018-11-15,"en-GB"
29,"royalty",2018-11-15,"en-GB"
29,"illustration",2018-11-15,"en-GB"
29,"royaltyfree",2018-11-15,"en-GB"
29,"search",2018-11-15,"en-GB"
29,"art",2018-11-15,"en-GB"
29,"collection",2018-11-15,"en-GB"
29,"cartoon",2018-11-15,"en-GB"
29,"commercial",2018-11-15,"en-GB"
29,"attribution",2018-11-15,"en-GB"
29,"shutterstock",2018-11-15,"en-GB"
29,"thousand",2018-11-15,"en-GB"
29,"stunning",2018-11-15,"en-GB"
29,"use",2018-11-15,"en-GB"
3,"job",2018-11-15,"en-GB"
3,"apply",2018-11-15,"en-GB"
3,"hiring",2018-11-15,"en-GB"
3,"indeedcouk",2018-11-15,"en-GB"
3,"site",2018-11-15,"en-GB"
3,"largest",2018-11-15,"en-GB"
3,"world",2018-11-15,"en-GB"
3,"totaljobs",2018-11-15,"en-GB"
3,"career",2018-11-15,"en-GB"
3,"vacancy",2018-11-15,"en-GB"
3,"recruitment",2018-11-15,"en-GB"
3,"noticed",2018-11-15,"en-GB"
3,"salary",2018-11-15,"en-GB"
3,"latest",2018-11-15,"en-GB"
3,"search",2018-11-15,"en-GB"
3,"instant",2018-11-15,"en-GB"
3,"manager",2018-11-15,"en-GB"
3,"match",2018-11-15,"en-GB"
3,"reedcouk",2018-11-15,"en-GB"
3,"today",2018-11-15,"en-GB"
30,"event",2018-11-15,"en-GB"
30,"ticket",2018-11-15,"en-GB"
30,"theatre",2018-11-15,"en-GB"
30,"tour",2018-11-15,"en-GB"
30,"date",2018-11-15,"en-GB"
30,"venue",2018-11-15,"en-GB"
30,"concert",2018-11-15,"en-GB"
30,"cinema",2018-11-15,"en-GB"
30,"art",2018-11-15,"en-GB"
30,"festival",2018-11-15,"en-GB"
30,"ticketmaster",2018-11-15,"en-GB"
30,"buy",2018-11-15,"en-GB"
30,"november",2018-11-15,"en-GB"
30,"upcoming",2018-11-15,"en-GB"
30,"film",2018-11-15,"en-GB"
30,"hall",2018-11-15,"en-GB"
30,"arena",2018-11-15,"en-GB"
30,"entertainment",2018-11-15,"en-GB"
30,"seating",2018-11-15,"en-GB"
30,"party",2018-11-15,"en-GB"
31,"window",2018-11-15,"en-GB"
31,"microsoft",2018-11-15,"en-GB"
31,"update",2018-11-15,"en-GB"
31,"computer",2018-11-15,"en-GB"
31,"driver",2018-11-15,"en-GB"
31,"version",2018-11-15,"en-GB"
31,"install",2018-11-15,"en-GB"
31,"software",2018-11-15,"en-GB"
31,"app",2018-11-15,"en-GB"
31,"screen",2018-11-15,"en-GB"
31,"setting",2018-11-15,"en-GB"
31,"laptop",2018-11-15,"en-GB"
31,"desktop",2018-11-15,"en-GB"
31,"click",2018-11-15,"en-GB"
31,"printer",2018-11-15,"en-GB"
31,"server",2018-11-15,"en-GB"
31,"bit",2018-11-15,"en-GB"
31,"program",2018-11-15,"en-GB"
31,"device",2018-11-15,"en-GB"
31,"open",2018-11-15,"en-GB"
32,"card",2018-11-15,"en-GB"
32,"credit",2018-11-15,"en-GB"
32,"payment",2018-11-15,"en-GB"
32,"debit",2018-11-15,"en-GB"
32,"greeting",2018-11-15,"en-GB"
32,"balance",2018-11-15,"en-GB"
32,"pay",2018-11-15,"en-GB"
32,"money",2018-11-15,"en-GB"
32,"sim",2018-11-15,"en-GB"
32,"birthday",2018-11-15,"en-GB"
32,"graphic",2018-11-15,"en-GB"
32,"reward",2018-11-15,"en-GB"
32,"travel",2018-11-15,"en-GB"
32,"online",2018-11-15,"en-GB"
32,"transfer",2018-11-15,"en-GB"
32,"apply",2018-11-15,"en-GB"
32,"account",2018-11-15,"en-GB"
32,"purchase",2018-11-15,"en-GB"
32,"visa",2018-11-15,"en-GB"
32,"loan",2018-11-15,"en-GB"
33,"london",2018-11-15,"en-GB"
33,"street",2018-11-15,"en-GB"
33,"east",2018-11-15,"en-GB"
33,"station",2018-11-15,"en-GB"
33,"england",2018-11-15,"en-GB"
33,"kingdom",2018-11-15,"en-GB"
33,"south",2018-11-15,"en-GB"
33,"west",2018-11-15,"en-GB"
33,"road",2018-11-15,"en-GB"
33,"united",2018-11-15,"en-GB"
33,"borough",2018-11-15,"en-GB"
33,"city",2018-11-15,"en-GB"
33,"central",2018-11-15,"en-GB"
33,"bridge",2018-11-15,"en-GB"
33,"tower",2018-11-15,"en-GB"
33,"underground",2018-11-15,"en-GB"
33,"king",2018-11-15,"en-GB"
33,"theatre",2018-11-15,"en-GB"
33,"royal",2018-11-15,"en-GB"
33,"greater",2018-11-15,"en-GB"
34,"file",2018-11-15,"en-GB"
34,"open",2018-11-15,"en-GB"
34,"pdf",2018-11-15,"en-GB"
34,"folder",2018-11-15,"en-GB"
34,"format",2018-11-15,"en-GB"
34,"document",2018-11-15,"en-GB"
34,"program",2018-11-15,"en-GB"
34,"extension",2018-11-15,"en-GB"
34,"click",2018-11-15,"en-GB"
34,"text",2018-11-15,"en-GB"
34,"convert",2018-11-15,"en-GB"
34,"drive",2018-11-15,"en-GB"
34,"computer",2018-11-15,"en-GB"
34,"software",2018-11-15,"en-GB"
34,"excel",2018-11-15,"en-GB"
34,"select",2018-11-15,"en-GB"
34,"want",2018-11-15,"en-GB"
34,"type",2018-11-15,"en-GB"
34,"adobe",2018-11-15,"en-GB"
34,"application",2018-11-15,"en-GB"
35,"crossword",2018-11-15,"en-GB"
35,"clue",2018-11-15,"en-GB"
35,"answer",2018-11-15,"en-GB"
35,"puzzle",2018-11-15,"en-GB"
35,"solver",2018-11-15,"en-GB"
35,"anagram",2018-11-15,"en-GB"
35,"synonym",2018-11-15,"en-GB"
35,"solution",2018-11-15,"en-GB"
35,"daily",2018-11-15,"en-GB"
35,"possible",2018-11-15,"en-GB"
35,"definition",2018-11-15,"en-GB"
35,"question",2018-11-15,"en-GB"
35,"related",2018-11-15,"en-GB"
35,"seen",2018-11-15,"en-GB"
35,"spotted",2018-11-15,"en-GB"
35,"solve",2018-11-15,"en-GB"
35,"able",2018-11-15,"en-GB"
35,"mirror",2018-11-15,"en-GB"
35,"shown",2018-11-15,"en-GB"
35,"crosswordnexuscom",2018-11-15,"en-GB"
36,"restaurant",2018-11-15,"en-GB"
36,"review",2018-11-15,"en-GB"
36,"tripadvisor",2018-11-15,"en-GB"
36,"bar",2018-11-15,"en-GB"
36,"menu",2018-11-15,"en-GB"
36,"pub",2018-11-15,"en-GB"
36,"dining",2018-11-15,"en-GB"
36,"rated",2018-11-15,"en-GB"
36,"unbiased",2018-11-15,"en-GB"
36,"table",2018-11-15,"en-GB"
36,"ranked",2018-11-15,"en-GB"
36,"traveller",2018-11-15,"en-GB"
36,"cuisine",2018-11-15,"en-GB"
36,"inn",2018-11-15,"en-GB"
36,"location",2018-11-15,"en-GB"
36,"read",2018-11-15,"en-GB"
36,"photo",2018-11-15,"en-GB"
36,"italian",2018-11-15,"en-GB"
36,"rating",2018-11-15,"en-GB"
36,"candid",2018-11-15,"en-GB"
37,"ireland",2018-11-15,"en-GB"
37,"northern",2018-11-15,"en-GB"
37,"united",2018-11-15,"en-GB"
37,"england",2018-11-15,"en-GB"
37,"kingdom",2018-11-15,"en-GB"
37,"scotland",2018-11-15,"en-GB"
37,"wale",2018-11-15,"en-GB"
37,"brexit",2018-11-15,"en-GB"
37,"belfast",2018-11-15,"en-GB"
37,"country",2018-11-15,"en-GB"
37,"irish",2018-11-15,"en-GB"
37,"state",2018-11-15,"en-GB"
37,"national",2018-11-15,"en-GB"
37,"minister",2018-11-15,"en-GB"
37,"european",2018-11-15,"en-GB"
37,"union",2018-11-15,"en-GB"
37,"government",2018-11-15,"en-GB"
37,"britain",2018-11-15,"en-GB"
37,"theresa",2018-11-15,"en-GB"
37,"north",2018-11-15,"en-GB"
38,"google",2018-11-15,"en-GB"
38,"map",2018-11-15,"en-GB"
38,"chrome",2018-11-15,"en-GB"
38,"search",2018-11-15,"en-GB"
38,"web",2018-11-15,"en-GB"
38,"webpage",2018-11-15,"en-GB"
38,"gmail",2018-11-15,"en-GB"
38,"image",2018-11-15,"en-GB"
38,"browser",2018-11-15,"en-GB"
38,"android",2018-11-15,"en-GB"
38,"exactly",2018-11-15,"en-GB"
38,"view",2018-11-15,"en-GB"
38,"help",2018-11-15,"en-GB"
38,"feature",2018-11-15,"en-GB"
38,"special",2018-11-15,"en-GB"
38,"apps",2018-11-15,"en-GB"
38,"looking",2018-11-15,"en-GB"
38,"world",2018-11-15,"en-GB"
38,"driving",2018-11-15,"en-GB"
38,"app",2018-11-15,"en-GB"
39,"football",2018-11-15,"en-GB"
39,"sport",2018-11-15,"en-GB"
39,"league",2018-11-15,"en-GB"
39,"live",2018-11-15,"en-GB"
39,"team",2018-11-15,"en-GB"
39,"fixture",2018-11-15,"en-GB"
39,"result",2018-11-15,"en-GB"
39,"sky",2018-11-15,"en-GB"
39,"premier",2018-11-15,"en-GB"
39,"score",2018-11-15,"en-GB"
39,"match",2018-11-15,"en-GB"
39,"rugby",2018-11-15,"en-GB"
39,"player",2018-11-15,"en-GB"
39,"cup",2018-11-15,"en-GB"
39,"england",2018-11-15,"en-GB"
39,"season",2018-11-15,"en-GB"
39,"soccer",2018-11-15,"en-GB"
39,"table",2018-11-15,"en-GB"
39,"cricket",2018-11-15,"en-GB"
39,"goal",2018-11-15,"en-GB"
4,"house",2018-11-15,"en-GB"
4,"price",2018-11-15,"en-GB"
4,"average",2018-11-15,"en-GB"
4,"road",2018-11-15,"en-GB"
4,"sold",2018-11-15,"en-GB"
4,"property",2018-11-15,"en-GB"
4,"postcode",2018-11-15,"en-GB"
4,"checker",2018-11-15,"en-GB"
4,"value",2018-11-15,"en-GB"
4,"exactly",2018-11-15,"en-GB"
4,"tool",2018-11-15,"en-GB"
4,"rightmove",2018-11-15,"en-GB"
4,"information",2018-11-15,"en-GB"
4,"registry",2018-11-15,"en-GB"
4,"current",2018-11-15,"en-GB"
4,"land",2018-11-15,"en-GB"
4,"based",2018-11-15,"en-GB"
4,"street",2018-11-15,"en-GB"
